timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1781606552975,642,stress req,200,OK,stress config 3 1-1,text,true,,231,157,2,2,http://localhost:8083/?token=492556914&user=2109717879&config=3,615,0,13
1781606553486,636,stress req,200,OK,stress config 3 1-2,text,true,,231,157,3,3,http://localhost:8083/?token=492556914&user=2109717879&config=3,635,0,6
1781606554085,637,stress req,200,OK,stress config 3 1-3,text,true,,231,157,4,4,http://localhost:8083/?token=492556914&user=2109717879&config=3,637,0,6
1781606554685,660,stress req,200,OK,stress config 3 1-4,text,true,,231,157,5,5,http://localhost:8083/?token=492556914&user=2109717879&config=3,660,0,6
1781606555285,631,stress req,200,OK,stress config 3 1-5,text,true,,231,157,6,6,http://localhost:8083/?token=492556914&user=2109717879&config=3,631,0,6
1781606555884,606,stress req,200,OK,stress config 3 1-6,text,true,,231,157,7,7,http://localhost:8083/?token=492556914&user=2109717879&config=3,606,0,5
1781606555944,682,stress req,200,OK,stress config 3 1-1,text,true,,231,157,7,7,http://localhost:8083/?token=492556914&user=2109717879&config=3,682,0,3
1781606556484,589,stress req,200,OK,stress config 3 1-7,text,true,,231,157,7,7,http://localhost:8083/?token=492556914&user=2109717879&config=3,589,0,4
1781606556485,612,stress req,200,OK,stress config 3 1-2,text,true,,231,157,8,8,http://localhost:8083/?token=492556914&user=2109717879&config=3,612,0,4
1781606557084,557,stress req,200,OK,stress config 3 1-8,text,true,,231,157,8,8,http://localhost:8083/?token=492556914&user=2109717879&config=3,556,0,4
1781606557085,591,stress req,200,OK,stress config 3 1-3,text,true,,231,157,8,8,http://localhost:8083/?token=492556914&user=2109717879&config=3,591,0,5
1781606557686,614,stress req,200,OK,stress config 3 1-4,text,true,,231,157,10,10,http://localhost:8083/?token=492556914&user=2109717879&config=3,614,0,4
1781606557683,673,stress req,200,OK,stress config 3 1-9,text,true,,231,157,10,10,http://localhost:8083/?token=492556914&user=2109717879&config=3,673,0,6
